id,country_region,date,total_cases,total_deaths,total_recovered
1565,Czech Republic,2022-01-31,3016206.0,37346.0,2978860.0
1566,Czech Republic,2022-02-28,3578846.0,38761.0,3540085.0
1567,Czech Republic,2022-03-31,3815910.0,39707.0,3776203.0
1568,Czech Republic,2022-04-30,3905160.0,40169.0,3864991.0
1569,Czech Republic,2022-05-14,3915704.0,40245.0,3875459.0
1570,Democratic Republic Of The Congo,2020-02-29,0.0,0.0,0.0
1571,Democratic Republic Of The Congo,2020-03-31,98.0,8.0,90.0
1572,Democratic Republic Of The Congo,2020-04-30,572.0,31.0,541.0
1573,Democratic Republic Of The Congo,2020-05-31,3070.0,72.0,2998.0
1574,Democratic Republic Of The Congo,2020-06-30,7039.0,170.0,6869.0
1575,Democratic Republic Of The Congo,2020-07-31,9070.0,215.0,8855.0
1576,Democratic Republic Of The Congo,2020-08-31,10097.0,258.0,9839.0
1577,Democratic Republic Of The Congo,2020-09-30,10659.0,272.0,10387.0
1578,Democratic Republic Of The Congo,2020-10-31,11373.0,308.0,11065.0
1579,Democratic Republic Of The Congo,2020-11-30,12772.0,333.0,12439.0
1580,Democratic Republic Of The Congo,2020-12-31,17658.0,591.0,17067.0
1581,Democratic Republic Of The Congo,2021-01-31,22771.0,671.0,22100.0
1582,Democratic Republic Of The Congo,2021-02-28,25913.0,707.0,25206.0
1583,Democratic Republic Of The Congo,2021-03-31,28142.0,743.0,27399.0
1584,Democratic Republic Of The Congo,2021-04-30,29853.0,766.0,29087.0
1585,Democratic Republic Of The Congo,2021-05-31,31651.0,782.0,30869.0
1586,Democratic Republic Of The Congo,2021-06-30,41241.0,928.0,40313.0
1587,Democratic Republic Of The Congo,2021-07-31,49917.0,1038.0,48879.0
1588,Democratic Republic Of The Congo,2021-08-31,54863.0,1059.0,53804.0
1589,Democratic Republic Of The Congo,2021-09-30,56937.0,1084.0,55853.0
1590,Democratic Republic Of The Congo,2021-10-31,57470.0,1091.0,56379.0
1591,Democratic Republic Of The Congo,2021-11-30,58234.0,1107.0,57127.0
1592,Democratic Republic Of The Congo,2021-12-31,74793.0,1205.0,73588.0
1593,Democratic Republic Of The Congo,2022-01-31,85379.0,1278.0,84101.0
1594,Democratic Republic Of The Congo,2022-02-28,86018.0,1335.0,84683.0
1595,Democratic Republic Of The Congo,2022-03-31,86748.0,1337.0,85411.0
1596,Democratic Republic Of The Congo,2022-04-30,87023.0,1337.0,85686.0
1597,Democratic Republic Of The Congo,2022-05-14,87023.0,1337.0,85686.0
1598,Denmark,2020-02-29,3.0,0.0,3.0
1599,Denmark,2020-03-31,2860.0,90.0,2770.0
1600,Denmark,2020-04-30,9158.0,456.0,8702.0
1601,Denmark,2020-05-31,11669.0,578.0,11091.0
1602,Denmark,2020-06-30,12768.0,609.0,12159.0
1603,Denmark,2020-07-31,13789.0,619.0,13170.0
1604,Denmark,2020-08-31,16985.0,628.0,16357.0
1605,Denmark,2020-09-30,27998.0,654.0,27344.0
1606,Denmark,2020-10-31,46351.0,725.0,45626.0
1607,Denmark,2020-11-30,80481.0,841.0,79640.0
1608,Denmark,2020-12-31,163479.0,1312.0,162167.0
1609,Denmark,2021-01-31,198472.0,2166.0,196306.0
1610,Denmark,2021-02-28,211195.0,2404.0,208791.0
1611,Denmark,2021-03-31,230603.0,2462.0,228141.0
1612,Denmark,2021-04-30,251428.0,2528.0,248900.0
1613,Denmark,2021-05-31,281227.0,2559.0,278668.0
1614,Denmark,2021-06-30,293677.0,2577.0,291100.0
1615,Denmark,2021-07-31,316807.0,2592.0,314215.0
1616,Denmark,2021-08-31,345693.0,2627.0,343066.0
1617,Denmark,2021-09-30,358796.0,2699.0,356097.0
1618,Denmark,2021-10-31,387783.0,2757.0,385026.0
1619,Denmark,2021-11-30,487401.0,2938.0,484463.0
1620,Denmark,2021-12-31,787371.0,3267.0,784104.0
1621,Denmark,2022-01-31,1667768.0,3755.0,1664013.0
1622,Denmark,2022-02-28,2633759.0,4612.0,2629147.0
1623,Denmark,2022-03-31,2911917.0,5698.0,2906219.0
1624,Denmark,2022-04-30,2966047.0,6158.0,2959889.0
1625,Denmark,2022-05-14,2976215.0,6285.0,2969930.0
1626,Djibouti,2020-02-29,0.0,0.0,0.0
1627,Djibouti,2020-03-31,30.0,0.0,30.0
1628,Djibouti,2020-04-30,1089.0,2.0,1087.0
1629,Djibouti,2020-05-31,3354.0,24.0,3330.0
1630,Djibouti,2020-06-30,4682.0,54.0,4628.0
1631,Djibouti,2020-07-31,5084.0,58.0,5026.0
1632,Djibouti,2020-08-31,5387.0,60.0,5327.0
1633,Djibouti,2020-09-30,5416.0,61.0,5355.0
1634,Djibouti,2020-10-31,5561.0,61.0,5500.0
1635,Djibouti,2020-11-30,5679.0,61.0,5618.0
1636,Djibouti,2020-12-31,5831.0,61.0,5770.0
1637,Djibouti,2021-01-31,5932.0,63.0,5869.0
1638,Djibouti,2021-02-28,6066.0,63.0,6003.0
1639,Djibouti,2021-03-31,8002.0,70.0,7932.0
1640,Djibouti,2021-04-30,11100.0,143.0,10957.0
1641,Djibouti,2021-05-31,11533.0,154.0,11379.0
1642,Djibouti,2021-06-30,11602.0,155.0,11447.0
1643,Djibouti,2021-07-31,11651.0,156.0,11495.0
1644,Djibouti,2021-08-31,11750.0,157.0,11593.0
1645,Djibouti,2021-09-30,12811.0,167.0,12644.0
1646,Djibouti,2021-10-31,13478.0,181.0,13297.0
1647,Djibouti,2021-11-30,13504.0,186.0,13318.0
1648,Djibouti,2021-12-31,13656.0,189.0,13467.0
1649,Djibouti,2022-01-31,15464.0,189.0,15275.0
1650,Djibouti,2022-02-28,15547.0,189.0,15358.0
1651,Djibouti,2022-03-31,15587.0,189.0,15398.0
1652,Djibouti,2022-04-30,15611.0,189.0,15422.0
1653,Djibouti,2022-05-14,15631.0,189.0,15442.0
1654,Dominica,2020-02-29,0.0,0.0,0.0
1655,Dominica,2020-03-31,12.0,0.0,12.0
1656,Dominica,2020-04-30,16.0,0.0,16.0
1657,Dominica,2020-05-31,16.0,0.0,16.0
1658,Dominica,2020-06-30,18.0,0.0,18.0
1659,Dominica,2020-07-31,18.0,0.0,18.0
1660,Dominica,2020-08-31,20.0,0.0,20.0
1661,Dominica,2020-09-30,30.0,0.0,30.0
1662,Dominica,2020-10-31,50.0,0.0,50.0
1663,Dominica,2020-11-30,85.0,0.0,85.0
1664,Dominica,2020-12-31,88.0,0.0,88.0
1665,Dominica,2021-01-31,117.0,0.0,117.0
1666,Dominica,2021-02-28,142.0,0.0,142.0
1667,Dominica,2021-03-31,161.0,0.0,161.0
1668,Dominica,2021-04-30,174.0,0.0,174.0
1669,Dominica,2021-05-31,188.0,0.0,188.0
1670,Dominica,2021-06-30,193.0,0.0,193.0
1671,Dominica,2021-07-31,210.0,0.0,210.0
1672,Dominica,2021-08-31,1638.0,4.0,1634.0
1673,Dominica,2021-09-30,3481.0,20.0,3461.0
1674,Dominica,2021-10-31,4823.0,32.0,4791.0
1675,Dominica,2021-11-30,6028.0,38.0,5990.0
1676,Dominica,2021-12-31,6862.0,47.0,6815.0
1677,Dominica,2022-01-31,9032.0,51.0,8981.0
1678,Dominica,2022-02-28,11108.0,57.0,11051.0
1679,Dominica,2022-03-31,11859.0,63.0,11796.0
1680,Dominica,2022-04-30,12161.0,63.0,12098.0
1681,Dominica,2022-05-14,12685.0,63.0,12622.0
1682,Dominican Republic,2020-02-29,0.0,0.0,0.0
1683,Dominican Republic,2020-03-31,1109.0,51.0,1058.0
1684,Dominican Republic,2020-04-30,6972.0,301.0,6671.0
1685,Dominican Republic,2020-05-31,17285.0,502.0,16783.0
1686,Dominican Republic,2020-06-30,32568.0,747.0,31821.0
1687,Dominican Republic,2020-07-31,69649.0,1160.0,68489.0
1688,Dominican Republic,2020-08-31,94715.0,1710.0,93005.0
1689,Dominican Republic,2020-09-30,112209.0,2105.0,110104.0
1690,Dominican Republic,2020-10-31,127018.0,2245.0,124773.0
1691,Dominican Republic,2020-11-30,143988.0,2331.0,141657.0
1692,Dominican Republic,2020-12-31,170785.0,2414.0,168371.0
1693,Dominican Republic,2021-01-31,214060.0,2666.0,211394.0
1694,Dominican Republic,2021-02-28,239617.0,3100.0,236517.0
1695,Dominican Republic,2021-03-31,252727.0,3325.0,249402.0
1696,Dominican Republic,2021-04-30,266561.0,3480.0,263081.0
1697,Dominican Republic,2021-05-31,292786.0,3628.0,289158.0
1698,Dominican Republic,2021-06-30,325221.0,3822.0,321399.0
1699,Dominican Republic,2021-07-31,341905.0,3963.0,337942.0
1700,Dominican Republic,2021-08-31,350173.0,4008.0,346165.0
1701,Dominican Republic,2021-09-30,359047.0,4046.0,355001.0
1702,Dominican Republic,2021-10-31,381667.0,4130.0,377537.0
1703,Dominican Republic,2021-11-30,407251.0,4204.0,403047.0
1704,Dominican Republic,2021-12-31,418778.0,4247.0,414531.0
1705,Dominican Republic,2022-01-31,555245.0,4307.0,550938.0
1706,Dominican Republic,2022-02-28,574556.0,4368.0,570188.0
1707,Dominican Republic,2022-03-31,578038.0,4375.0,573663.0
1708,Dominican Republic,2022-04-30,579248.0,4376.0,574872.0
1709,Dominican Republic,2022-05-14,580412.0,4376.0,576036.0
1710,Ecuador,2020-02-29,1.0,0.0,1.0
1711,Ecuador,2020-03-31,2141.0,212.0,1929.0
1712,Ecuador,2020-04-30,19515.0,2384.0,17131.0
1713,Ecuador,2020-05-31,36343.0,8890.0,27453.0
1714,Ecuador,2020-06-30,52453.0,11990.0,40463.0
1715,Ecuador,2020-07-31,79334.0,15099.0,64235.0
1716,Ecuador,2020-08-31,105742.0,17366.0,88376.0
1717,Ecuador,2020-09-30,137047.0,19248.0,117799.0
1718,Ecuador,2020-10-31,168192.0,21479.0,146713.0
1719,Ecuador,2020-11-30,192685.0,22821.0,169864.0
1720,Ecuador,2020-12-31,212512.0,23793.0,188719.0
1721,Ecuador,2021-01-31,251014.0,24620.0,226394.0
1722,Ecuador,2021-02-28,286509.0,25568.0,260941.0
1723,Ecuador,2021-03-31,329301.0,26623.0,302678.0
1724,Ecuador,2021-04-30,382618.0,28393.0,354225.0
1725,Ecuador,2021-05-31,427010.0,30312.0,396698.0
1726,Ecuador,2021-06-30,459687.0,31309.0,428378.0
1727,Ecuador,2021-07-31,488648.0,31940.0,456708.0
1728,Ecuador,2021-08-31,503112.0,32568.0,470544.0
1729,Ecuador,2021-09-30,511644.0,33093.0,478551.0
1730,Ecuador,2021-10-31,518853.0,33303.0,485550.0
1731,Ecuador,2021-11-30,529044.0,33649.0,495395.0
1732,Ecuador,2021-12-31,551253.0,34065.0,517188.0
1733,Ecuador,2022-01-31,732038.0,34533.0,697505.0
1734,Ecuador,2022-02-28,832795.0,35244.0,797551.0
1735,Ecuador,2022-03-31,861251.0,35434.0,825817.0
1736,Ecuador,2022-04-30,869696.0,35598.0,834098.0
1737,Ecuador,2022-05-14,872268.0,35607.0,836661.0
1738,Egypt,2020-02-29,1.0,0.0,1.0
1739,Egypt,2020-03-31,710.0,46.0,664.0
1740,Egypt,2020-04-30,5537.0,392.0,5145.0
1741,Egypt,2020-05-31,24985.0,959.0,24026.0
1742,Egypt,2020-06-30,68311.0,2953.0,65358.0
1743,Egypt,2020-07-31,94078.0,4805.0,89273.0
1744,Egypt,2020-08-31,98939.0,5421.0,93518.0
1745,Egypt,2020-09-30,103198.0,5930.0,97268.0
1746,Egypt,2020-10-31,107555.0,6266.0,101289.0
1747,Egypt,2020-11-30,115911.0,6650.0,109261.0
1748,Egypt,2020-12-31,138062.0,7631.0,130431.0
1749,Egypt,2021-01-31,165951.0,9316.0,156635.0
1750,Egypt,2021-02-28,182424.0,10688.0,171736.0
1751,Egypt,2021-03-31,202131.0,11995.0,190136.0
1752,Egypt,2021-04-30,227552.0,13339.0,214213.0
1753,Egypt,2021-05-31,262650.0,15096.0,247554.0
1754,Egypt,2021-06-30,281282.0,16169.0,265113.0
1755,Egypt,2021-07-31,284262.0,16524.0,267738.0
1756,Egypt,2021-08-31,288441.0,16736.0,271705.0
1757,Egypt,2021-09-30,304524.0,17331.0,287193.0
1758,Egypt,2021-10-31,331017.0,18651.0,312366.0
1759,Egypt,2021-11-30,358578.0,20474.0,338104.0
1760,Egypt,2021-12-31,385575.0,21752.0,363823.0
1761,Egypt,2022-01-31,425911.0,22635.0,403276.0
1762,Egypt,2022-02-28,483771.0,24074.0,459697.0
1763,Egypt,2022-03-31,508618.0,24465.0,484153.0
1764,Egypt,2022-04-30,515645.0,24613.0,491032.0
1765,Egypt,2022-05-14,515645.0,24613.0,491032.0
1766,El Salvador,2020-02-29,0.0,0.0,0.0
1767,El Salvador,2020-03-31,32.0,1.0,31.0
1768,El Salvador,2020-04-30,395.0,10.0,385.0
1769,El Salvador,2020-05-31,2517.0,46.0,2471.0
1770,El Salvador,2020-06-30,6438.0,174.0,6264.0
1771,El Salvador,2020-07-31,16632.0,448.0,16184.0
1772,El Salvador,2020-08-31,25729.0,717.0,25012.0
1773,El Salvador,2020-09-30,29077.0,843.0,28234.0
1774,El Salvador,2020-10-31,33826.0,975.0,32851.0
1775,El Salvador,2020-11-30,38941.0,1114.0,37827.0
1776,El Salvador,2020-12-31,45960.0,1336.0,44624.0
1777,El Salvador,2021-01-31,54966.0,1623.0,53343.0
1778,El Salvador,2021-02-28,60181.0,1854.0,58327.0
1779,El Salvador,2021-03-31,64726.0,2014.0,62712.0
1780,El Salvador,2021-04-30,69198.0,2124.0,67074.0
1781,El Salvador,2021-05-31,73702.0,2249.0,71453.0
1782,El Salvador,2021-06-30,79158.0,2381.0,76777.0
1783,El Salvador,2021-07-31,86913.0,2629.0,84284.0
1784,El Salvador,2021-08-31,95782.0,2918.0,92864.0
1785,El Salvador,2021-09-30,105345.0,3234.0,102111.0
1786,El Salvador,2021-10-31,114764.0,3629.0,111135.0
1787,El Salvador,2021-11-30,120026.0,3776.0,116250.0
1788,El Salvador,2021-12-31,121976.0,3824.0,118152.0
1789,El Salvador,2022-01-31,134155.0,3899.0,130256.0
1790,El Salvador,2022-02-28,156364.0,4071.0,152293.0
1791,El Salvador,2022-03-31,161052.0,4119.0,156933.0
1792,El Salvador,2022-04-30,162089.0,4128.0,157961.0
1793,El Salvador,2022-05-14,162089.0,4129.0,157960.0
1794,Equatorial Guinea,2020-02-29,0.0,0.0,0.0
1795,Equatorial Guinea,2020-03-31,15.0,0.0,15.0
1796,Equatorial Guinea,2020-04-30,315.0,1.0,314.0
1797,Equatorial Guinea,2020-05-31,1306.0,12.0,1294.0
1798,Equatorial Guinea,2020-06-30,2001.0,32.0,1969.0
1799,Equatorial Guinea,2020-07-31,4821.0,83.0,4738.0
1800,Equatorial Guinea,2020-08-31,4941.0,83.0,4858.0
1801,Equatorial Guinea,2020-09-30,5030.0,83.0,4947.0
1802,Equatorial Guinea,2020-10-31,5088.0,83.0,5005.0
1803,Equatorial Guinea,2020-11-30,5153.0,85.0,5068.0
1804,Equatorial Guinea,2020-12-31,5277.0,86.0,5191.0
1805,Equatorial Guinea,2021-01-31,5516.0,86.0,5430.0
1806,Equatorial Guinea,2021-02-28,6005.0,91.0,5914.0
1807,Equatorial Guinea,2021-03-31,6914.0,102.0,6812.0
1808,Equatorial Guinea,2021-04-30,7694.0,112.0,7582.0
1809,Equatorial Guinea,2021-05-31,8529.0,118.0,8411.0
1810,Equatorial Guinea,2021-06-30,8734.0,121.0,8613.0
1811,Equatorial Guinea,2021-07-31,8880.0,123.0,8757.0
1812,Equatorial Guinea,2021-08-31,9477.0,126.0,9351.0
1813,Equatorial Guinea,2021-09-30,12362.0,147.0,12215.0
1814,Equatorial Guinea,2021-10-31,13368.0,167.0,13201.0
1815,Equatorial Guinea,2021-11-30,13592.0,175.0,13417.0
1816,Equatorial Guinea,2021-12-31,13710.0,175.0,13535.0
1817,Equatorial Guinea,2022-01-31,15802.0,182.0,15620.0
1818,Equatorial Guinea,2022-02-28,15884.0,182.0,15702.0
1819,Equatorial Guinea,2022-03-31,15903.0,183.0,15720.0
1820,Equatorial Guinea,2022-04-30,15907.0,183.0,15724.0
1821,Equatorial Guinea,2022-05-14,15910.0,183.0,15727.0
1822,Eritrea,2020-02-29,0.0,0.0,0.0
1823,Eritrea,2020-03-31,15.0,0.0,15.0
1824,Eritrea,2020-04-30,39.0,0.0,39.0
1825,Eritrea,2020-05-31,39.0,0.0,39.0
1826,Eritrea,2020-06-30,203.0,0.0,203.0
1827,Eritrea,2020-07-31,279.0,0.0,279.0
1828,Eritrea,2020-08-31,319.0,0.0,319.0
1829,Eritrea,2020-09-30,375.0,0.0,375.0
1830,Eritrea,2020-10-31,463.0,0.0,463.0
1831,Eritrea,2020-11-30,577.0,0.0,577.0
1832,Eritrea,2020-12-31,1320.0,3.0,1317.0
1833,Eritrea,2021-01-31,2135.0,7.0,2128.0
1834,Eritrea,2021-02-28,2847.0,7.0,2840.0
1835,Eritrea,2021-03-31,3285.0,10.0,3275.0
1836,Eritrea,2021-04-30,3671.0,10.0,3661.0
1837,Eritrea,2021-05-31,4094.0,14.0,4080.0
1838,Eritrea,2021-06-30,6009.0,23.0,5986.0
1839,Eritrea,2021-07-31,6547.0,35.0,6512.0
1840,Eritrea,2021-08-31,6642.0,38.0,6604.0
1841,Eritrea,2021-09-30,6722.0,42.0,6680.0
1842,Eritrea,2021-10-31,6834.0,45.0,6789.0
1843,Eritrea,2021-11-30,7358.0,60.0,7298.0
1844,Eritrea,2021-12-31,8011.0,76.0,7935.0
1845,Eritrea,2022-01-31,9536.0,98.0,9438.0
1846,Eritrea,2022-02-28,9701.0,103.0,9598.0
1847,Eritrea,2022-03-31,9728.0,103.0,9625.0
1848,Eritrea,2022-04-30,9734.0,103.0,9631.0
1849,Eritrea,2022-05-14,9745.0,103.0,9642.0
1850,Estonia,2020-02-29,1.0,0.0,1.0
1851,Estonia,2020-03-31,745.0,4.0,741.0
1852,Estonia,2020-04-30,1689.0,52.0,1637.0
1853,Estonia,2020-05-31,1869.0,63.0,1806.0
1854,Estonia,2020-06-30,1989.0,63.0,1926.0
1855,Estonia,2020-07-31,2064.0,63.0,2001.0
1856,Estonia,2020-08-31,2375.0,64.0,2311.0
1857,Estonia,2020-09-30,3369.0,64.0,3305.0
1858,Estonia,2020-10-31,4905.0,73.0,4832.0
1859,Estonia,2020-11-30,12306.0,118.0,12188.0
1860,Estonia,2020-12-31,27989.0,229.0,27760.0
1861,Estonia,2021-01-31,44208.0,419.0,43789.0
1862,Estonia,2021-02-28,65600.0,589.0,65011.0
1863,Estonia,2021-03-31,106421.0,902.0,105519.0
1864,Estonia,2021-04-30,122042.0,1161.0,120881.0
1865,Estonia,2021-05-31,129543.0,1252.0,128291.0
1866,Estonia,2021-06-30,131064.0,1269.0,129795.0
1867,Estonia,2021-07-31,133557.0,1272.0,132285.0
1868,Estonia,2021-08-31,141955.0,1292.0,140663.0
1869,Estonia,2021-09-30,156256.0,1357.0,154899.0
1870,Estonia,2021-10-31,193969.0,1531.0,192438.0
1871,Estonia,2021-11-30,222583.0,1798.0,220785.0
1872,Estonia,2021-12-31,241406.0,1932.0,239474.0
1873,Estonia,2022-01-31,337540.0,2033.0,335507.0
1874,Estonia,2022-02-28,494427.0,2236.0,492191.0
1875,Estonia,2022-03-31,556302.0,2459.0,553843.0
1876,Estonia,2022-04-30,572193.0,2539.0,569654.0
1877,Estonia,2022-05-14,573922.0,2556.0,571366.0
1878,Ethiopia,2020-02-29,0.0,0.0,0.0
1879,Ethiopia,2020-03-31,26.0,0.0,26.0
1880,Ethiopia,2020-04-30,131.0,3.0,128.0
1881,Ethiopia,2020-05-31,1172.0,11.0,1161.0
1882,Ethiopia,2020-06-30,5846.0,103.0,5743.0
1883,Ethiopia,2020-07-31,17530.0,274.0,17256.0
1884,Ethiopia,2020-08-31,52131.0,809.0,51322.0
1885,Ethiopia,2020-09-30,75368.0,1198.0,74170.0
1886,Ethiopia,2020-10-31,96169.0,1469.0,94700.0
1887,Ethiopia,2020-11-30,110074.0,1706.0,108368.0
1888,Ethiopia,2020-12-31,124264.0,1923.0,122341.0
1889,Ethiopia,2021-01-31,137650.0,2093.0,135557.0
1890,Ethiopia,2021-02-28,159072.0,2365.0,156707.0
1891,Ethiopia,2021-03-31,206589.0,2868.0,203721.0
1892,Ethiopia,2021-04-30,257442.0,3688.0,253754.0
1893,Ethiopia,2021-05-31,271541.0,4165.0,267376.0
1894,Ethiopia,2021-06-30,276174.0,4320.0,271854.0
1895,Ethiopia,2021-07-31,280365.0,4385.0,275980.0
1896,Ethiopia,2021-08-31,308134.0,4675.0,303459.0
1897,Ethiopia,2021-09-30,345674.0,5582.0,340092.0
1898,Ethiopia,2021-10-31,365167.0,6459.0,358708.0
1899,Ethiopia,2021-11-30,371536.0,6755.0,364781.0
1900,Ethiopia,2021-12-31,420342.0,6937.0,413405.0
1901,Ethiopia,2022-01-31,465158.0,7337.0,457821.0
1902,Ethiopia,2022-02-28,468727.0,7462.0,461265.0
1903,Ethiopia,2022-03-31,469758.0,7497.0,462261.0
1904,Ethiopia,2022-04-30,470568.0,7510.0,463058.0
1905,Ethiopia,2022-05-14,470937.0,7510.0,463427.0
1906,Faeroe Islands,2020-02-29,0.0,0.0,0.0
1907,Faeroe Islands,2020-03-31,169.0,0.0,169.0
1908,Faeroe Islands,2020-04-30,187.0,0.0,187.0
1909,Faeroe Islands,2020-05-31,187.0,0.0,187.0
1910,Faeroe Islands,2020-06-30,187.0,0.0,187.0
1911,Faeroe Islands,2020-07-31,225.0,0.0,225.0
1912,Faeroe Islands,2020-08-31,411.0,0.0,411.0
1913,Faeroe Islands,2020-09-30,467.0,0.0,467.0
1914,Faeroe Islands,2020-10-31,495.0,0.0,495.0
1915,Faeroe Islands,2020-11-30,503.0,0.0,503.0
1916,Faeroe Islands,2020-12-31,610.0,0.0,610.0
1917,Faeroe Islands,2021-01-31,654.0,1.0,653.0
1918,Faeroe Islands,2021-02-28,658.0,1.0,657.0
1919,Faeroe Islands,2021-03-31,661.0,1.0,660.0
1920,Faeroe Islands,2021-04-30,664.0,1.0,663.0
1921,Faeroe Islands,2021-05-31,718.0,1.0,717.0
1922,Faeroe Islands,2021-06-30,776.0,1.0,775.0
1923,Faeroe Islands,2021-07-31,983.0,2.0,981.0
1924,Faeroe Islands,2021-08-31,1001.0,2.0,999.0
1925,Faeroe Islands,2021-09-30,1178.0,2.0,1176.0
1926,Faeroe Islands,2021-10-31,2145.0,2.0,2143.0
1927,Faeroe Islands,2021-11-30,3626.0,13.0,3613.0
1928,Faeroe Islands,2021-12-31,5764.0,14.0,5750.0
1929,Faeroe Islands,2022-01-31,19625.0,18.0,19607.0
1930,Faeroe Islands,2022-02-28,34237.0,28.0,34209.0
1931,Faeroe Islands,2022-03-31,34237.0,28.0,34209.0
1932,Faeroe Islands,2022-04-30,34658.0,28.0,34630.0
1933,Faeroe Islands,2022-05-14,34658.0,28.0,34630.0
1934,Falkland Islands Malvinas,2020-02-29,0.0,0.0,0.0
1935,Falkland Islands Malvinas,2020-03-31,0.0,0.0,0.0
1936,Falkland Islands Malvinas,2020-04-30,13.0,0.0,13.0
1937,Falkland Islands Malvinas,2020-05-31,13.0,0.0,13.0
1938,Falkland Islands Malvinas,2020-06-30,13.0,0.0,13.0
1939,Falkland Islands Malvinas,2020-07-31,13.0,0.0,13.0
1940,Falkland Islands Malvinas,2020-08-31,13.0,0.0,13.0
1941,Falkland Islands Malvinas,2020-09-30,13.0,0.0,13.0
1942,Falkland Islands Malvinas,2020-10-31,13.0,0.0,13.0
1943,Falkland Islands Malvinas,2020-11-30,16.0,0.0,16.0
1944,Falkland Islands Malvinas,2020-12-31,29.0,0.0,29.0
1945,Falkland Islands Malvinas,2021-01-31,41.0,0.0,41.0
1946,Falkland Islands Malvinas,2021-02-28,54.0,0.0,54.0
1947,Falkland Islands Malvinas,2021-03-31,54.0,0.0,54.0
1948,Falkland Islands Malvinas,2021-04-30,63.0,0.0,63.0
1949,Falkland Islands Malvinas,2021-05-31,63.0,0.0,63.0
1950,Falkland Islands Malvinas,2021-06-30,63.0,0.0,63.0
1951,Falkland Islands Malvinas,2021-07-31,63.0,0.0,63.0
1952,Falkland Islands Malvinas,2021-08-31,66.0,0.0,66.0
1953,Falkland Islands Malvinas,2021-09-30,67.0,0.0,67.0
1954,Falkland Islands Malvinas,2021-10-31,69.0,0.0,69.0
1955,Falkland Islands Malvinas,2021-11-30,79.0,0.0,79.0
1956,Falkland Islands Malvinas,2021-12-31,83.0,0.0,83.0
1957,Falkland Islands Malvinas,2022-01-31,89.0,0.0,89.0
1958,Falkland Islands Malvinas,2022-02-28,110.0,0.0,110.0
1959,Falkland Islands Malvinas,2022-03-31,123.0,0.0,123.0
1960,Falkland Islands Malvinas,2022-04-30,181.0,0.0,181.0
1961,Falkland Islands Malvinas,2022-05-14,1126.0,0.0,1126.0
1962,Fiji,2020-02-29,0.0,0.0,0.0
1963,Fiji,2020-03-31,5.0,0.0,5.0
1964,Fiji,2020-04-30,18.0,0.0,18.0
1965,Fiji,2020-05-31,18.0,0.0,18.0
1966,Fiji,2020-06-30,18.0,0.0,18.0
1967,Fiji,2020-07-31,27.0,1.0,26.0
1968,Fiji,2020-08-31,28.0,2.0,26.0
1969,Fiji,2020-09-30,32.0,2.0,30.0
1970,Fiji,2020-10-31,34.0,2.0,32.0
1971,Fiji,2020-11-30,42.0,2.0,40.0
1972,Fiji,2020-12-31,49.0,2.0,47.0
1973,Fiji,2021-01-31,55.0,2.0,53.0
1974,Fiji,2021-02-28,59.0,2.0,57.0
1975,Fiji,2021-03-31,67.0,2.0,65.0
1976,Fiji,2021-04-30,117.0,2.0,115.0
1977,Fiji,2021-05-31,438.0,4.0,434.0
1978,Fiji,2021-06-30,4418.0,21.0,4397.0
1979,Fiji,2021-07-31,29781.0,246.0,29535.0
1980,Fiji,2021-08-31,46716.0,510.0,46206.0
1981,Fiji,2021-09-30,51023.0,629.0,50394.0
1982,Fiji,2021-10-31,52171.0,679.0,51492.0
1983,Fiji,2021-11-30,52520.0,701.0,51819.0
1984,Fiji,2021-12-31,53881.0,703.0,53178.0
1985,Fiji,2022-01-31,62855.0,824.0,62031.0
1986,Fiji,2022-02-28,63937.0,861.0,63076.0
1987,Fiji,2022-03-31,64412.0,862.0,63550.0
1988,Fiji,2022-04-30,64644.0,862.0,63782.0
1989,Fiji,2022-05-14,64773.0,862.0,63911.0
1990,Finland,2020-02-29,3.0,0.0,3.0
1991,Finland,2020-03-31,1418.0,17.0,1401.0
1992,Finland,2020-04-30,4995.0,211.0,4784.0
1993,Finland,2020-05-31,6859.0,318.0,6541.0
1994,Finland,2020-06-30,7214.0,328.0,6886.0
1995,Finland,2020-07-31,7432.0,329.0,7103.0
1996,Finland,2020-08-31,8086.0,336.0,7750.0
1997,Finland,2020-09-30,9992.0,344.0,9648.0
1998,Finland,2020-10-31,16113.0,358.0,15755.0
1999,Finland,2020-11-30,24912.0,399.0,24513.0
2000,Finland,2020-12-31,36107.0,561.0,35546.0
2001,Finland,2021-01-31,45238.0,671.0,44567.0
2002,Finland,2021-02-28,57672.0,742.0,56930.0
2003,Finland,2021-03-31,77452.0,844.0,76608.0
2004,Finland,2021-04-30,86808.0,914.0,85894.0
2005,Finland,2021-05-31,92488.0,956.0,91532.0
2006,Finland,2021-06-30,95742.0,973.0,94769.0
2007,Finland,2021-07-31,106802.0,982.0,105820.0
2008,Finland,2021-08-31,127182.0,1018.0,126164.0
2009,Finland,2021-09-30,141552.0,1072.0,140480.0
2010,Finland,2021-10-31,157531.0,1158.0,156373.0
2011,Finland,2021-11-30,186538.0,1335.0,185203.0
2012,Finland,2021-12-31,260292.0,1564.0,258728.0
2013,Finland,2022-01-31,489870.0,1990.0,487880.0
